"SKU_ID","Product","Product_Family","Concept_Type","Customer_Job","Target_Segment","Trend_Signal","Strategy_Fit","AM_Advantage","Customer_Inputs","Parametric_Variables","Max_L_mm","Max_W_mm","Max_H_mm","Primary_Material","Supports","Difficulty","Offer_Mode","Digital_Price_Band_EUR","Printed_Price_Band_EUR","Risk_Score","Risk_or_Limit","Opportunity_Score","Launch_Wave","Source_IDs","Design_Status","Next_Gate","Notes","Trend_Source_Strength_0_30","Trend_Signal_Magnitude_0_30","Trend_MetriMade_Fit_0_25","Trend_Whitespace_0_15","Trend_Score_0_100","Trend_Score_Basis","Trend_Score_Status","Trend_Score_Assessed_On","Trend_Score_Version"
"SKU-157","Bead-vial scoop-well tray","Bead and jewelry-craft organization","New","Organize small bead vials and pour contents into rounded scoop wells for easier return.","Adult bead; charm and jewelry makers","Michaels 2026 reports charm and hands-on craft growth; Etsy 2026 emphasizes playful personalization.","Core — defined-set craft organization","Vial diameters; well count and labels support exact collection layouts.","Vial dimensions; count; bead size range; label list","vial holes; well radius; pour corner; labels; lid option","220","160","45","PLA","None","Easy","Both after validation","8-15","24-48","3","Adult use; choking-size parts; no child or food use.","90","Wave 2","S33; S01; S11; S19; S32","P0 research backlog","Test bead recovery and static behavior across three common bead sizes.","Make adult-use and small-part boundary explicit.","27","30","25","14","96","Primary-source strength 27/30 (S33; S01); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-158","Craft stamp and die index rack","Paper-craft organization","New","Store thin stamps; dies or template envelopes vertically with searchable labels.","Adult paper crafters; teachers and small studios","Michaels 2026 reports paper-craft; journaling and skill-building growth.","Core — defined-set craft organization","Envelope width; thickness and taxonomy can be generated to match the collection.","Envelope dimensions; count; category list; shelf space","lane width; divider pitch; tab size; labels; base depth","220","180","200","PLA","None","Easy","Both after validation","9-16","28-56","2","Dry storage only; no blade or loose sharp-die handling features.","91","Wave 1","S33; S01; S11; S19; S32","P0 research backlog","Test retrieval and tipping with filled paper envelopes rather than loose dies.","Safer and more generic than holders for exposed cutting tools.","26","30","25","13","94","Primary-source strength 26/30 (S33; S01); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-159","Vinyl-weeding tool and scrap-catcher station","Cutting-craft organization","New","Park cool hand tools and capture adhesive vinyl scraps in a removable cup.","Adult vinyl; paper and sign crafters","Michaels 2026 supports hands-on personalization and DIY gifting growth.","Core adjacent — workflow-specific craft organization","Tool diameters; hand preference and scrap-cup volume create useful personalized layouts.","Tool diameters; count; dominant hand; cup capacity","tool holes; angle; cup size; removable fit; label","180","140","120","PETG","None","Moderate","Both after validation","8-15","24-50","3","Adult craft use; pointed tools must be parked tip-down and kept away from children.","87","Wave 2","S33; S01; S11; S19; S32","P0 research backlog","Run tool-retention; tip-shield and scrap-removal tests.","No powered-cutter attachments in the initial product.","26","30","22","14","92","Primary-source strength 26/30 (S33; S01); signal magnitude 30/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-160","Craft-night modular personal supply caddy","Group craft organization","New","Give each adult participant a small labeled caddy that docks into a shared center layout.","Craft-night hosts; adult workshops and studios","Michaels 2026 reports craft-night searches up 103% and guided-kit sales up 86%.","Core — modular personalized organization","Participant names; tool mix and table shape create repeatable modules and event bundles.","Participant count; table envelope; tool set; names","caddy size; dock interface; name text; cup/divider map","180","140","120","PLA","None","Easy","Both after validation","10-18","28-58","2","Adult craft supplies only; no hot tools; solvents or food-contact use.","94","Wave 1","S33; S01; S11; S19; S32","P0 research backlog","Prototype four-caddy center; test table stability and name-batch workflow.","Bundle and repeat-order potential align with the platform strategy.","27","30","25","14","96","Primary-source strength 27/30 (S33; S01); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-161","Graded-card slab drawer/display cradle","Collectible display and storage","New","Store graded collectible slabs in a drawer while lifting one selected slab into a display angle.","Adult trading-card and memorabilia collectors","eBay 2025 reports passion as a major seller motive in trading cards and collectibles.","Core adjacent — collection-specific organization","Slab envelope; quantity and selected-display position vary across collections.","Slab dimensions; count; drawer size; display angle","slot width; divider; lift cradle; label; finger relief","220","180","70","PLA with TPU pads","None","Moderate","Both after validation","10-18","30-60","3","No conservation; authentication; impact or theft-protection claim.","91","Wave 2","S34; S01; S11; S19; S32","P0 research backlog","Test scratch and retrieval with inert acrylic blanks matching common slab envelopes.","Generic geometry only; no card art; names or grading-company marks.","28","29","22","12","91","Primary-source strength 28/30 (S34; S01); signal magnitude 29/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-162","Coin-capsule display tile","Collectible display and storage","Variation of SKU-109","Arrange a themed set of coin capsules and small paper labels in a freestanding modular display.","Adult coin and souvenir collectors","eBay 2025 shows passion-led collecting and recommerce participation.","Core adjacent — modular collector display","Capsule diameters; counts and tile arrangement generate many low-risk variants.","Capsule diameters; count; label size; display footprint","cell sizes; tile grid; connector; angle; label pockets","180","180","35","PLA","None","Easy","Both after validation","8-15","24-52","2","Display only; no archival; anti-theft or authenticity claim.","88","Wave 2","S34; S31; S11; S19; S32","P0 research backlog","Test capsule retention; removal force and tile joints using acrylic blanks.","Display variant is a different job from protected drawer archiving.","30","25","22","6","83","Primary-source strength 30/30 (S34; S31); signal magnitude 25/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 6/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-163","Mineral and specimen riser-label set","Collectible display and storage","New","Present small specimens at varied heights with consistent removable labels.","Adult mineral; fossil and nature collectors","eBay 2025 reports strong passion in collectible and antique categories; Etsy favors everyday exhibits.","Core adjacent — modular collector display","Footprint; height and label format can be generated for irregular objects without copying them.","Object footprints; desired heights; label size; shelf envelope","riser width; height; top texture; label angle; module grid","140","120","120","PLA with TPU dots","None","Easy","Both after validation","7-14","22-48","2","Stable dry display only; no precious-specimen protection or provenance claim.","89","Wave 2","S34; S01; S31; S11; S19; S32","P0 research backlog","Run tip; surface-transfer and label-readability tests with inert stone samples.","Fits the everyday-exhibit trend without relying on protected imagery.","30","26","22","12","90","Primary-source strength 30/30 (S34; S01; S31); signal magnitude 26/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-164","Pin and badge display tile","Collectible display and storage","New","Arrange pin-backed badges on reusable tiles that can stand on a shelf or fit a frame.","Adult pin collectors; event and travel keepsake buyers","Etsy 2026 emphasizes personal galleries; keepsakes and expressive collections.","Core adjacent — personalized collector display","Tile size; pin spacing and labels support modular growth and gift variants.","Pin count; pin spacing; tile size; label text; display mode","hole grid; back clearance; stand angle; connector; labels","180","180","25","PLA","None","Easy","Both after validation","7-14","22-46","3","Sharp pins remain customer items; adult display only; no wall-mount claim in MVP.","90","Wave 2","S01; S34; S11; S19; S32","P0 research backlog","Test back clearance; stand stability and safe handling with blunt dummy pins.","Freestanding or framed insert only; frame hardware is separate.","28","29","22","12","91","Primary-source strength 28/30 (S01; S34); signal magnitude 29/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-165","Miniature-figure tiered cabinet riser","Collectible display and storage","New","Use vertical cabinet space to display generic small figures in staggered rows.","Adult miniature and model collectors","Etsy 2026 reports everyday exhibits; eBay 2025 shows passion-led collectibles.","Core adjacent — exact-fit collector display","Cabinet width; figure footprints and row heights create a fitted modular riser.","Cabinet envelope; figure footprints; row count; desired height","step depth; rise; module split; lip; anti-slip pockets","220","200","160","PLA","None","Moderate","Both after validation","10-18","32-68","3","Adult display only; no named-character use; tip and load limits.","88","Wave 2","S01; S34; S31; S11; S19; S32","P0 research backlog","Test loaded tip and 30-day creep with generic weighted cylinders.","Do not use third-party characters in media or fit presets.","30","26","22","12","90","Primary-source strength 30/30 (S01; S34; S31); signal magnitude 26/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-166","Fountain-pen presentation rest set","Writing-tool display","Variation of SKU-110","Display one to six pens horizontally with soft contact and personalized labels.","Adult pen collectors; journalers and gifts","Etsy and Michaels 2026 both support analog writing rituals and personalized keepsakes.","Core — personalized functional display","Pen diameter; count; label and base style create giftable low-volume variants.","Pen diameters; count; display angle; text; pad thickness","cradle radius; pitch; angle; base style; text; pad pockets","180","120","80","PLA with TPU pads","None","Easy","Both after validation","8-15","24-50","2","Display only; no scratch-prevention guarantee until tested.","90","Wave 1","S01; S33; S11; S19; S32","P0 research backlog","Test pad transfer and abrasion with low-value lacquered pen samples.","Pairs with the drawer cassette but serves visible gifting/display.","27","29","25","8","89","Primary-source strength 27/30 (S01; S33); signal magnitude 29/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 8/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-167","Cassette-tape shelf divider and display","Physical-media organization","New","Index cassette tapes on a shelf and present one selected case face-out.","Adult music collectors and nostalgia gift buyers","Physical-media and intentional-nostalgia trends support accessories for retained collections.","Core adjacent — defined-set media organization","Shelf depth; case thickness and label taxonomy are easy to parameterize.","Shelf envelope; case dimensions; categories; display angle","divider thickness; tab; index text; display cradle; module count","180","120","120","PLA","None","Easy","Both after validation","7-14","22-46","2","Display/storage only; no archival or media-preservation claim.","85","Wave 2","S01; S34; S35; S11; S19; S32","P0 research backlog","Test case scuffing; label readability and shelf stability.","Extends the analog-media family beyond vinyl without copying cover art.","29","21","22","12","84","Primary-source strength 29/30 (S01; S34; S35); signal magnitude 21/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-168","CD jewel-case now-playing stand","Physical-media display","Variation of SKU-030","Display a CD jewel case or booklet at a compact angle with a small disc-safe accessory bay.","Adult music collectors and desk listeners","Physical media remains commercially active; Etsy signals intentional nostalgia.","Core adjacent — compact media display","Case thickness; booklet mode and footprint vary; small print is giftable.","Case thickness; booklet option; angle; desk footprint","slot width; angle; back stop; accessory bay; label","150","110","120","PLA","None","Easy","Both after validation","6-12","18-38","2","Display only; do not place bare discs on printed surfaces.","84","Wave 2","S35; S01; S11; S19; S32","P0 research backlog","Test stability with standard and slim empty jewel cases.","A distinct smaller-format media job from the existing vinyl stand.","25","20","22","8","75","Primary-source strength 25/30 (S35; S01); signal magnitude 20/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 8/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-169","Vinyl-cleaning accessory dock","Physical-media organization","New","Store a record brush; stylus brush and cleaning bottle upright beside a turntable.","Adult vinyl collectors","RIAA reports 19 consecutive years of vinyl growth and 9.3% revenue growth in 2025.","Core adjacent — defined-set media organization","Accessory envelopes and turntable-side footprint vary by collection.","Brush and bottle dimensions; count; available footprint; labels","pockets; drip cup; spacing; labels; removable insert","180","120","140","PETG","None","Moderate","Both after validation","8-15","26-52","3","Closed cleaning products only; no fluid compatibility or stylus-protection claim.","87","Wave 2","S35; S34; S11; S19; S32","P0 research backlog","Test tip stability and staining with water-filled bottles and inert tools.","Avoid direct contact with records and live stylus assemblies.","28","25","22","12","87","Primary-source strength 28/30 (S35; S34); signal magnitude 25/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 12/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-170","Record-shelf anti-lean spacer and index tabs","Physical-media organization","Improvement of SKU-024","Keep a partly filled record shelf upright while indexing sections with adjustable tabs.","Adult vinyl collectors and record shops","RIAA 2025 reports continued vinyl growth; collector communities reward organized collections.","Core — exact-fit media organization","Free gap; shelf depth and taxonomy generate a matched spacer plus labels.","Shelf depth; free gap; record height; category list","spacer width; compression range; tab position; labels; pads","220","120","220","PLA with TPU feet","None","Moderate","Both after validation","8-15","24-52","3","Positioning aid only; no record-warp or preservation guarantee; avoid excess pressure.","89","Wave 2","S35; S34; S11; S19; S32","P0 research backlog","Measure side pressure and scuffing with sacrificial sleeves; define safe gap range.","Adds a functional anti-lean job beyond divider labels alone.","28","20","25","7","80","Primary-source strength 28/30 (S35; S34); signal magnitude 20/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 7/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-171","Personalized freestanding valet tray with named pods","Personalized functional organization","New","Give each household member a defined place for keys; wallet and daily pocket items.","Couples; families; housewarming and coworker gifts","Etsy 2026 emphasizes personalization and small meaningful gifts; IKEA 2026 reports clutter ownership tension.","Core — personalized functional decor","Names; item mix and available console width create meaningful custom layouts.","Names; item types; available footprint; style and colors","pod count; pocket sizes; text; icon; connector; edge profile","220","180","45","PLA","None","Easy","Both after validation","10-18","30-62","2","Freestanding adult organizer; no wall mounting or secure-key-storage claim.","95","Wave 1","S01; S31; S11; S19; S32","P0 research backlog","Pilot two- and four-person layouts; test text proofs and edge comfort.","Strong metriMade fit after printed fulfillment is qualified.","30","29","25","13","97","Primary-source strength 30/30 (S01; S31); signal magnitude 29/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-172","Guest key and parking-pass turnover tray","Hospitality and entryway organization","New","Separate incoming and outgoing guest keys; parking passes and instructions at a reception counter.","Small hotels; holiday rentals and offices","IKEA 2026 shows clutter causes conflict; Etsy supports personalized hospitality signage and gifts.","Core adjacent — B2B defined-set organization","Room count; pass format and labels support batch-generated operational trays.","Key count; pass sizes; labels; counter footprint","pockets; slots; label text; numbering; module count","220","180","60","PLA","None","Easy","Both after validation","10-18","30-60","3","Operational organizer only; no access-control; key-security or fire-evacuation claim.","86","Wave 2","S31; S01; S11; S19; S32","P0 research backlog","Interview three operators; test one-handed handoff and label readability.","B2B repeat orders possible; security claims are explicitly excluded.","30","25","22","14","91","Primary-source strength 30/30 (S31; S01); signal magnitude 25/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 14/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-173","Modular pocket-emptying tray with coin slope","Personalized functional organization","New","Let users sweep coins and small items out of rounded pockets while rearranging modules by habit.","Adults; desk users and gift buyers","Etsy 2026 supports useful small gifts; IKEA 2026 documents catch-all clutter.","Core — modular functional decor","Module mix; initials and footprint provide an approachable configuration path.","Footprint; item list; module count; text/style","module sizes; scoop radius; connector; text; colors","180","160","45","PLA","None","Easy","Both after validation","8-15","24-50","1","Adult dry storage; not for food or child use.","93","Wave 1","S01; S31; S11; S19; S32","P0 research backlog","Test scoop usability; connector tolerance and three visual styles.","An intentional premium catch-all rather than a generic rectangular tray.","30","29","25","13","97","Primary-source strength 30/30 (S01; S31); signal magnitude 29/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-174","Fold-flat hotel nightstand organizer","Travel organization","New","Create temporary zones for glasses; room key; phone and cables that pack flat when leaving.","Business travelers and mobile workers","Etsy 2026 lists travel and useful gifting occasions; IKEA 2026 reports charger-search pain.","Core adjacent — portable passive organization","Item mix; phone case and folded-size target create meaningful variants.","Phone/case; glasses envelope; cable count; packed limit","fold joint; pockets; cable slots; label; footprint","200","150","90","PETG","None","Moderate","Digital first; printed later","8-15","24-48","3","Adult dry use; joint fatigue and small loose connector risks.","86","Wave 2","S01; S31; S09; S11; S19; S32","P0 research backlog","Select captive joint; run 1000 fold cycles and travel-bag compression test.","No hotel-brand or outlet-interaction features.","30","29","22","13","94","Primary-source strength 30/30 (S01; S31; S09); signal magnitude 29/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-175","Travel jewelry cassette with captured dividers","Travel organization","New","Carry a selected jewelry set in individual bays with a secure lid and optional soft inserts.","Adult travelers and personalized-gift buyers","Etsy 2026 favors personalized keepsakes and travel occasions.","Core adjacent — defined-set travel organization","Item count; chain length and label personalization support collection-specific layouts.","Item types/counts; chain lengths; packed envelope; initials","bay map; chain channels; lid clearance; latch; TPU pads; text","160","120","40","PETG with TPU liners","None","Moderate","Both after validation","9-17","28-58","3","No security; waterproof or precious-item protection claim; latch and abrasion tests.","87","Wave 2","S01; S31; S11; S19; S28; S32","P0 research backlog","Test chain tangling; latch cycles and surface transfer with costume jewelry.","Use low-value test items; premium claims require evidence.","30","28","22","13","93","Primary-source strength 30/30 (S01; S31); signal magnitude 28/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-176","Packing-cube content tag set","Travel labeling systems","New","Identify packing-cube contents and owner with reusable tactile and visual tags.","Families; frequent travelers and group-trip organizers","Etsy 2026 supports travel; personalization and practical gifting.","Core — personalized micro-organization","Names; icons; languages and attachment thickness are efficient batch parameters.","Attachment loop/zipper size; label list; names; colors","loop bore; tag size; text/icon; pair code; flexure","70","45","12","TPU 95A or PETG","None","Easy","Both after validation","4-8","12-26","3","Small detachable tag; adult travel use; snag and pull-off testing.","89","Wave 2","S01; S11; S19; S28; S32","P0 research backlog","Test pull-off; abrasion and 500 attach cycles on generic zipper pulls.","Low-cost personalized bundle with multilingual potential.","26","27","25","13","91","Primary-source strength 26/30 (S01); signal magnitude 27/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-177","Luggage-handle owner ID frame","Travel labeling systems","New","Hold a replaceable paper contact card on a measured luggage handle without permanent adhesive.","Adult travelers and family groups","Etsy 2026 identifies travel and personalized gifting occasions.","Core adjacent — exact-interface personalization","Handle width; thickness and card format vary; a frame protects privacy by facing inward.","Handle section; card size; viewing direction; text option","clip gap; frame size; cover; hinge/latch; orientation","100","70","25","PETG","None","Moderate","Digital first; printed later","5-10","14-30","3","Identification only; no tracking; loss-prevention or structural handle claim.","83","Wave 3","S01; S11; S19; S32","P0 research backlog","Run snag; impact and 1000 handle-cycle tests with an inert luggage handle jig.","Card should be customer-replaceable so personal data is not embedded in the file.","26","28","22","13","89","Primary-source strength 26/30 (S01); signal magnitude 28/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-178","Keepsake-box fitted insert for tickets and photos","Memory-keeping organization","New","Turn a customer-owned box into organized compartments for tickets; photos; notes and small mementos.","Families; couples; travelers and memorial-gift buyers","Etsy 2026 reports memory-journal growth; IKEA 2026 says 82% keep sentimental objects.","Core — exact-fit personalized organization","Box interior; media formats and category labels create high emotional value without printing the box.","Box interior; keepsake sizes; category list; names/dates","compartment map; divider height; tabs; text; lift ribbon slot","220","180","70","PLA","None","Easy","Both after validation","10-18","30-60","2","Dry storage only; no archival; moisture; fire or privacy protection claim.","94","Wave 1","S01; S31; S33; S11; S19; S32","P0 research backlog","Test paper snagging and a customer proof process using dummy content.","The customer retains source photos; they are not copied into geometry.","30","30","25","13","98","Primary-source strength 30/30 (S01; S31; S33); signal magnitude 30/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-179","Memory-object display plinth with date label","Personalized functional decor","New","Present one small sentimental object on a fitted plinth with a restrained name or date label.","Adult gift; memorial and travel-keepsake buyers","Etsy 2026 highlights personal keepsakes and everyday exhibits; IKEA 2026 shows strong sentimental retention.","Core adjacent — personalized display","Object footprint; label and viewing angle support one-off variants with little material.","Object footprint/weight; desired angle; text; shelf limit","top recess; base; angle; label; optional TPU dots","140","120","100","PLA with TPU dots","None","Moderate","Both after validation","8-16","26-54","3","Stable dry display only; no conservation; load; authenticity or memorial-service claim.","88","Wave 2","S01; S31; S11; S19; S32","P0 research backlog","Test tip and contact marks using inert objects across the allowed mass range.","Customer content and sensitive memorial copy need an approval policy.","30","29","22","13","94","Primary-source strength 30/30 (S01; S31); signal magnitude 29/30; metriMade strategy fit 22/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-180","Milestone photo-and-card desk display block","Personalized functional decor","New","Display one photo card and interchangeable milestone card in a compact personalized block.","Graduation; retirement; anniversary and coworker gift buyers","Etsy 2026 highlights milestones; personalization and accessible small gifts.","Core — personalized functional decor","Card thickness; orientation; name/date and icon form guided low-risk choices.","Card dimensions; orientation; text; icon; footprint","slots; angle; text depth; base width; color layers","160","90","80","PLA","None","Easy","Both after validation","7-14","22-46","1","Adult desk display; no child-photo data should be retained in product files.","91","Wave 1","S01; S11; S19; S24; S32","P0 research backlog","Validate card grip and proof workflow; create privacy-minimizing order fields.","Ships without copyrighted cards or customer photos unless separately cleared.","26","28","25","13","92","Primary-source strength 26/30 (S01); signal magnitude 28/30; metriMade strategy fit 25/25; nonduplicate portfolio whitespace 13/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-181","Build-plate vertical rack","3D-printer workshop organization","New","Store multiple cool removable printer build plates vertically without damaging working surfaces.","Home 3D-printer owners and print farms","Maker ecosystems show persistent demand for specialized printer organization.","Adjacent — maker exact-fit organization","Plate dimensions; count and handle keep-outs vary by printer family.","Plate envelope; count; tab positions; shelf space","slot pitch; edge support; divider height; base depth; labels","220","200","220","PETG with TPU pads","None","Moderate","Digital first; printed later","8-15","26-54","3","Cool removed plates only; no heat; flatness-preservation or machine-safety claim.","87","Wave 2","S09; S11; S19; S32","P0 research backlog","Test edge contact; tip and loaded base stability with inert sheet-metal blanks.","Use generic plate dimensions; factual printer fit only after measurement.","18","17","15","11","61","Primary-source strength 18/30 (S09); signal magnitude 17/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-182","Filament-swatch library drawer","3D-printer workshop organization","New","Index printed material/color swatches with replaceable parameter cards in a compact drawer.","Makers; print farms and design studios","Maker ecosystems and expanding material choices create a recurring sample-management job.","Adjacent — reusable maker information system","Swatch standard; card data and collection size support a proprietary library interface.","Swatch dimensions; count; data fields; drawer envelope","slot pitch; card pocket; index tabs; drawer modules; labels","220","180","80","PLA","None","Easy","Digital first; printed later","7-14","22-46","1","Information organizer only; swatches do not certify material properties.","91","Wave 2","S19; S22; S23; S30; S32","P0 research backlog","Define an original swatch/card interface and test CSV label generation.","Could become an internal evidence tool and a sellable maker system.","12","10","15","11","48","Primary-source strength 12/30 (no direct market source); signal magnitude 10/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-183","Filament-spool clip and label-ring kit","3D-printer workshop organization","New","Secure loose filament ends and identify material; color and open date on stored spools.","Home printers; schools and print farms","Material variety and maker organization support repeatable low-cost accessories.","Adjacent — personalized maker organization","Spool rim; filament diameter and label data are efficient parameter sets.","Spool rim section; filament diameter; label fields; color plan","clip gap; filament hole; label ring; text; batch code","80","45","20","PETG","None","Moderate","Digital first; printed later","5-10","14-30","3","Storage only; clip must not kink filament or become a printer feed component.","89","Wave 2","S19; S22; S23; S30; S11; S32","P0 research backlog","Run rim coupon sweep; 1000 cycles and filament kink inspection.","No claim of compatibility with every spool; provide measured presets.","12","10","15","11","48","Primary-source strength 12/30 (no direct market source); signal magnitude 10/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-184","Printer-maintenance parts tray","3D-printer workshop organization","Variation of SKU-007","Lay out cool screws; clips; spare tubes and maintenance tools for one defined service task.","Home printer owners and service benches","Maker specialization rewards task-specific trays; organization reduces lost small parts.","Adjacent — workflow-specific maker organization","Printer-independent task modules can be arranged from the exact maintenance checklist.","Task parts list; tool list; bench footprint; labels","pocket map; fastener wells; tool slots; sequence labels; lid","220","180","35","PLA","None","Easy","Digital first; printed later","8-15","24-48","3","Cool powered-off maintenance only; no electrical procedure or parts-authenticity claim.","86","Wave 2","S09; S11; S19; S32","P0 research backlog","Pilot one generic nozzle-change workflow using inert parts; review instructions separately.","Different from a nozzle storage case: active task sequencing is the customer job.","18","17","15","5","55","Primary-source strength 18/30 (S09); signal magnitude 17/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 5/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
"SKU-185","Scraper-pliers-caliper freestanding dock","3D-printer workshop organization","New","Park common cool hand tools at a printer without mounting anything to the machine.","Home printer owners and maker benches","Maker ecosystems show ongoing demand for functional printer-side organization.","Adjacent — defined-set maker organization","Tool outlines and available footprint create exact layouts while staying brand-neutral.","Tool envelopes; count; preferred order; bench limit","slots; angles; base; labels; removable debris cup","220","160","180","PLA","None","Easy","Digital first; printed later","9-16","28-56","3","Freestanding cool-tool storage; sharp scrapers must be guarded; adult use.","87","Wave 2","S09; S11; S19; S32","P0 research backlog","Test tip shielding; retrieval and loaded tip stability.","No attachment to moving or heated printer parts.","18","17","15","11","61","Primary-source strength 18/30 (S09); signal magnitude 17/30; metriMade strategy fit 15/25; nonduplicate portfolio whitespace 11/15. Directional planning judgment; no German product-level demand proof.","DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND","2026-09-01","1.0"
