Record_Key,Record_Type,Record_ID,Parent_SKU_ID,Product,Product_Path,Purpose_or_Intended_Use,Purpose_Documented,Trend_Score_0_100,Priority_Score_0_100,Current_Preflight_Short,Complexity,Readiness,Criticality,Current_Lane,Wave,Advancement_Potential,Suggested_Target_R,Specific_Variant_IDs,Specific_Variant_Status,Bottleneck,Exact_Next_Evidence,Evidence_Boundary,Assessment_Status,Assessed_On,Register_Version
RESEARCH:SKU-280,RESEARCH_IDEA,SKU-280,,Brooch drawer-card cassette,,Separate adult brooches on customer-provided cards inside a measured drawer cassette.,YES,89.0,85.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Validate one inert object or card set and print a contact/recess coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-281,RESEARCH_IDEA,SKU-281,,Lapel-pin outfit-selection stand,,Stage a small adult lapel-pin selection on customer-provided cards beside a wardrobe without garment attachment.,YES,87.0,85.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Validate one inert object or card set and print a contact/recess coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-282,RESEARCH_IDEA,SKU-282,,Heirloom-jewelry story-card plinth,,Display one lightweight jewelry item on its customer-provided card beside a personalized provenance note.,YES,88.0,85.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Validate one inert object or card set and print a contact/recess coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-283,RESEARCH_IDEA,SKU-283,,Souvenir-magnet tabletop display board,,Display a small lightweight magnet collection on a customer-provided steel card in a freestanding frame.,YES,88.0,85.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Validate one inert object or card set and print a contact/recess coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-284,RESEARCH_IDEA,SKU-284,,Today's-memory postcard stand,,Show one selected postcard while storing a short rotation set behind it in a personalized desk stand.,YES,88.0,88.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Validate one inert object or card set and print a contact/recess coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-285,RESEARCH_IDEA,SKU-285,,Collectible certificate-and-object plinth,,Pair one lightweight object with its non-secure certificate card in a fitted shelf display.,YES,89.0,89.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Validate one inert object or card set and print a contact/recess coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-286,RESEARCH_IDEA,SKU-286,,Little-wins token staircase,,Display personalized tokens for small completed goals in a compact stepped desk object.,YES,93.0,92.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-287,RESEARCH_IDEA,SKU-287,,Congratulations card-and-photo dock,,Pair one greeting card and one photo in a personalized freestanding milestone display.,YES,92.0,92.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,SKU-304; SKU-305; SKU-306; SKU-307; SKU-308,SPECIFIC R3 CHILD ADDED — GENERIC PARENT UNCHANGED,The generic parameter domain remains broader than the evidence. Readiness from the named child must not be copied back to the generic parent.,"Keep the generic parent unchanged; use SKU-304, SKU-305, SKU-306, SKU-307, SKU-308 for the named interface. Raise the parent only after multiple representative variants, explicit parameter limits, and boundary coupons pass.",Specific-child evidence is deliberately isolated; the generic parent retains its current preflight.,COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-288,RESEARCH_IDEA,SKU-288,,Anniversary year-ring keepsake stand,,Arrange removable year tokens around one lightweight keepsake in a personalized shelf stand.,YES,93.0,92.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-289,RESEARCH_IDEA,SKU-289,,New-home paint-chip and key memory plinth,,Display one inactive spare key and selected dry paint-color cards as a housewarming keepsake.,YES,92.0,92.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-290,RESEARCH_IDEA,SKU-290,,Retirement message-card fan stand,,Present a measured set of colleague message cards in a personalized freestanding fan layout.,YES,93.0,86.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-291,RESEARCH_IDEA,SKU-291,,Graduation tassel-and-card plinth,,Display one dry tassel and a graduation card on a stable personalized shelf plinth.,YES,92.0,92.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-292,RESEARCH_IDEA,SKU-292,,Craft-night name-and-tool pod,,Assign each adult guest a personalized pod for clean capped tools and a name card.,YES,93.0,91.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-293,RESEARCH_IDEA,SKU-293,,Birthday-month token row,,Display removable named birthday tokens by month as a compact freestanding household reminder.,YES,92.0,88.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-294,RESEARCH_IDEA,SKU-294,,Friendship-memory note capsule stand,,Hold customer-provided closed paper-note capsules in a personalized adult desk display.,YES,91.0,88.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-295,RESEARCH_IDEA,SKU-295,,Hobby-milestone badge display,,Present earned adult hobby badges or tokens by date in a personalized freestanding display.,YES,93.0,92.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Approve one personalization proof and print a representative slot/text coupon before the complete display.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-296,RESEARCH_IDEA,SKU-296,,Fragrance-note card index stand,,Organize dry fragrance-note and preference cards by family in a premium labeled desk stand.,YES,93.0,85.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Confirm one clean dry sample set and print the smallest slot/label coupon before the full organizer.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-297,RESEARCH_IDEA,SKU-297,,Scent-layering recipe card file,,Store customer-written dry layering recipe cards by season or occasion without holding fragrance containers.,YES,94.0,85.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Confirm one clean dry sample set and print the smallest slot/label coupon before the full organizer.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-298,RESEARCH_IDEA,SKU-298,,Sealed perfume-sample sleeve sorter,,Separate manufacturer-sealed cool sample sleeves by fragrance family in a measured drawer insert.,YES,93.0,85.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Confirm one clean dry sample set and print the smallest slot/label coupon before the full organizer.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-299,RESEARCH_IDEA,SKU-299,,Perfume-cap display tray,,Arrange clean dry removable perfume caps only by bottle or fragrance family in fitted shallow recesses.,YES,92.0,87.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Confirm one clean dry sample set and print the smallest slot/label coupon before the full organizer.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-300,RESEARCH_IDEA,SKU-300,,Daily scent-selection token rail,,Use personalized dry tokens to plan a daily fragrance rotation without contacting bottles or formulations.,YES,94.0,89.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.",Confirm one clean dry sample set and print the smallest slot/label coupon before the full organizer.,"This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-301,RESEARCH_IDEA,SKU-301,SKU-005,iPhone 17 Pro no-case passive desk cradle,,"Support one uncased 2025 iPhone 17 Pro on a stable dry desk in portrait or landscape while leaving Apple-defined camera, control, connector and radio keep-outs unobstructed.",YES,93.0,86.8,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Apple nominal drawing only; no case, skin, tolerance stack, damaged device or future revision is covered, and Apple's terms/trademark rules require release review.","Create a drawing-derived keep-out coupon, inspect it, and test the exact uncased device before any compatibility wording or full stand.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-302,RESEARCH_IDEA,SKU-302,SKU-236,TRAVELER'S notebook Regular Black starter-kit desk bridge,,"Park one current TRAVELER'S notebook Regular Black starter kit No.13714006 in a dry desk bridge without compressing its leather cover, elastic or bookmark.",YES,94.0,91.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,Leather is compliant and may age or swell; only the named current black starter kit is in scope until a real sample closes tolerance and surface-contact evidence.,"Print a 120 x 10 mm contact coupon and test the exact starter kit for free placement, elastic clearance and leather marking.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-303,RESEARCH_IDEA,SKU-303,SKU-231,Field Notes Original Kraft 89 x 140 memo-book station,,Register one closed Field Notes Original Kraft memo book against two loose desk datums for a repeatable writing and display position without clamping its spine.,YES,94.0,91.0,C1 · R3 · K1 · Lane B · CONDITIONAL,C1,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Only the published planform is controlled; cover bow, corner wear and future edition changes remain physical-test variables.",Print the two-datum corner coupon and verify one current Original Kraft book without clamping or cover marking.,"R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-304,RESEARCH_IDEA,SKU-304,SKU-287,instax mini 86 x 54 two-datum photo dock,,Display one developed FUJIFILM instax mini print on an open-front two-datum desk dock without gripping or claiming archival protection.,YES,92.0,89.0,C1 · R3 · K1 · Lane B · CONDITIONAL,C1,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"No archival, fresh-development, chemical, UV or long-term storage claim; physical print flatness and surface marking remain unverified.","Print one 86 x 54 mm contact coupon and test a fully developed dry print for free removal, stability and marking.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-305,RESEARCH_IDEA,SKU-305,SKU-287,instax SQUARE 86 x 72 two-datum photo dock,,Display one developed FUJIFILM instax SQUARE print on an open-front two-datum desk dock without gripping or claiming archival protection.,YES,92.0,89.0,C1 · R3 · K1 · Lane B · CONDITIONAL,C1,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"No archival, fresh-development, chemical, UV or long-term storage claim; physical print flatness and surface marking remain unverified.","Print one 86 x 72 mm contact coupon and test a fully developed dry print for free removal, stability and marking.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-306,RESEARCH_IDEA,SKU-306,SKU-287,instax WIDE 108 x 86 two-datum photo dock,,Display one developed FUJIFILM instax WIDE print on an open-front two-datum desk dock without gripping or claiming archival protection.,YES,92.0,89.0,C1 · R3 · K1 · Lane B · CONDITIONAL,C1,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"No archival, fresh-development, chemical, UV or long-term storage claim; physical print flatness and surface marking remain unverified.","Print one 108 x 86 mm contact coupon and test a fully developed dry print for free removal, stability and marking.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-307,RESEARCH_IDEA,SKU-307,SKU-287,Polaroid i-Type 107 x 88 two-datum photo dock,,Display one fully developed Polaroid i-Type print on an open-front two-datum desk dock without gripping or claiming archival protection.,YES,92.0,89.0,C1 · R3 · K1 · Lane B · CONDITIONAL,C1,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"No archival, fresh-development, chemical, UV or long-term storage claim; current film is reported thicker than historical film and must be tested physically.","Print one 107 x 88 mm contact coupon and test a fully developed current i-Type print for free removal, stability and marking.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-308,RESEARCH_IDEA,SKU-308,SKU-287,Polaroid Go 66.6 x 53.9 two-datum photo dock,,Display one fully developed Polaroid Go print on an open-front two-datum desk dock without gripping or claiming archival protection.,YES,92.0,89.0,C1 · R3 · K1 · Lane B · CONDITIONAL,C1,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"No archival, fresh-development, chemical, UV or long-term storage claim; physical print flatness and marking remain unverified.","Print one 66.6 x 53.9 mm contact coupon and test a fully developed Go print for free removal, stability and marking.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-309,RESEARCH_IDEA,SKU-309,SKU-225,DIN C6 114 x 162 empty-envelope vertical file,,"Keep empty DIN C6 envelopes upright in a loose open-top desk file with format labeling and finger access, without claiming postal accuracy or a fixed sheet capacity.",YES,91.0,89.0,C1 · R3 · K1 · Lane B · CONDITIONAL,C1,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Paper thickness, closure, contents, bow and manufacturer tolerances vary; only empty C6 format and a loose bay are in scope.","Print one C6 bay coupon and test at least three empty-envelope brands for free insertion, snagging and tip stability.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-310,RESEARCH_IDEA,SKU-310,SKU-211,Euro eight-denomination weekly sorting tray,,"Sort circulating euro coins from 1 cent through 2 euro into eight labeled, open finger-access recesses during an adult weekly pocket-emptying routine.",YES,90.0,86.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Nominal ECB dimensions do not replace physical checks across mints, wear and contamination; no authentication, secure-storage or automated-counting claim.",Print the 50c/20c/5c tightest discrimination coupon and test worn circulating coins before the full eight-recess tray.,"R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-311,RESEARCH_IDEA,SKU-311,SKU-038,Gamegenic Prime 66 x 91 single-card display rail,,Hold one card inside a current Gamegenic Prime 66 x 91 mm sleeve on an open-front tabletop rail for reading during adult play without retaining a deck or promising protection.,YES,76.0,85.0,C1 · R3 · K1 · Lane B · CONDITIONAL,C1,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"Only one current Prime-sleeved card is in scope; deck stacks, other sleeve lines, double sleeves and protective claims require separate variants.","Print one 66 x 91 mm two-datum coupon and test a current Prime sleeve for free insertion, visibility and marking.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-312,RESEARCH_IDEA,SKU-312,SKU-220,AirTag 2nd-generation open-top desk display tile,,"Present one 2026 AirTag (2nd generation) in a shallow open-top adult desk tile without covering it, carrying it or claiming RF, speaker, battery, water or impact performance.",YES,92.0,88.0,C2 · R3 · K1 · Lane B · CONDITIONAL,C2,R3,K1,B,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"No first-generation interchangeability, retention, carry, loss prevention, RF, speaker, battery, water or impact claim; nominal dimensions lack production tolerances.","Print the 32.5 mm open recess coupon and test one exact second-generation AirTag for free removal, sound opening and surface marking.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-313,RESEARCH_IDEA,SKU-313,SKU-001,IKEA ALEX 004.735.46 upper-drawer modular inlay set,,Tile the nominal footprint evidenced by IKEA ALEX drawer unit 004.735.46 and companion insert 305.951.55 with removable dry desk-item modules while preserving the generic DrawerFit product separately.,YES,96.0,89.8,C3 · R3 · K1 · Lane C · CONDITIONAL,C3,R3,K1,C,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"The 520 x 300 x 50 mm companion insert is an official nominal envelope proxy, not a unit-specific drawer tolerance; article, market, assembly and wear still require a three-value gauge.","Print 296.3/297.0/297.7 mm width gauges and a 210 mm seam coupon, then measure one exact ALEX 004.735.46 unit before any compatibility wording.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
