"Record_ID","Working_SKU","Product_or_Model","Category","Source_Path","Origin_Class","Strategy_Fit","Lifecycle_Stage","Commercial_Existing","Digital_Evidence","Physical_Evidence","Rights_Provenance","Safety_Risk","Digital_Offer","Printed_Offer","Website_Status","Initial_Portfolio_Role","Priority","Next_Gate","Notes","Model_Status","Model_Evidence_Path","Model_Audit_Date"
"PORT-079","MM-ORG-023","Page-holder thumb tool","Journaling & stationery accessories","products/organization-storage/mm-org-023-page-holder-thumb-tool","Local controlled project","Core adjacent","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-023-page-holder-thumb-tool/exports/3mf/DRAFT-MM-ORG-023-page-holder-thumb-tool-0.1.0-draft.1.3mf","2026-08-28"
"PORT-080","MM-ORG-024","Deep-shelf pull-tab bin front","ShelfFit accessories","products/organization-storage/mm-org-024-deep-shelf-pull-tab-bin-front","Local controlled project","Core — reusable shelf interface","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-024-deep-shelf-pull-tab-bin-front/exports/3mf/DRAFT-MM-ORG-024-deep-shelf-pull-tab-bin-front-0.1.0-draft.1.3mf","2026-08-28"
"PORT-081","MM-ORG-025","Vertical makeup-palette organizer","Makeup & vanity organizers","products/organization-storage/mm-org-025-adjustable-vertical-makeup-palette-organizer","Local controlled project","Core","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-025-adjustable-vertical-makeup-palette-organizer/exports/3mf/DRAFT-MM-ORG-025-adjustable-vertical-makeup-palette-organizer-0.1.0-draft.1.3mf","2026-08-28"
"PORT-082","MM-ORG-026","Personalized desk nameplate","Personalized signs, house numbers & event decor","products/organization-storage/mm-org-026-personalized-desk-nameplate","Local controlled project","Core adjacent","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-026-personalized-desk-nameplate/exports/3mf/DRAFT-MM-ORG-026-personalized-desk-nameplate-0.1.0-draft.1.3mf","2026-08-28"
"PORT-083","MM-ORG-027","Vinyl record-divider label set","Bookends, vinyl & display stands","products/organization-storage/mm-org-027-vinyl-record-divider-label-set","Local controlled project","Core adjacent","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-027-vinyl-record-divider-label-set/exports/3mf/DRAFT-MM-ORG-027-shelfcue-selected-batch-0.1.0-draft.1.3mf","2026-08-28"
"PORT-084","MM-ORG-028","Craft stamp and die index rack","Paper-craft organization","products/organization-storage/mm-org-028-craft-stamp-die-index-rack","Local controlled project","Core — defined-set craft organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-028-craft-stamp-die-index-rack/exports/3mf/DRAFT-MM-ORG-028-divider-set-0.1.0-draft.1.3mf","2026-08-28"
"PORT-085","MM-ORG-029","Craft-night modular personal supply caddy","Group craft organization","products/organization-storage/mm-org-029-craft-night-modular-personal-supply-caddy","Local controlled project","Core — modular personalized organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-029-craft-night-modular-personal-supply-caddy/exports/3mf/DRAFT-MM-ORG-029-four-caddy-system-0.1.0-draft.1.3mf","2026-08-28"
"PORT-086","MM-ORG-030","Irregular-corner drawer organizer infill","Exact-fit drawer extensions","products/organization-storage/mm-org-030-irregular-corner-drawer-organizer-infill","Local controlled project","Core — exact-fit organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-030-irregular-corner-drawer-organizer-infill/exports/3mf/DRAFT-MM-ORG-030-cornerlab-three-presets-0.1.0-draft.1.3mf","2026-08-28"
"PORT-087","MM-ORG-031","Shelf-side e-reader and book dock","Reading and shelf organization","products/organization-storage/mm-org-031-pageharbor-shelf-side-ereader-book-dock","Local controlled project","Core — compact functional organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-031-pageharbor-shelf-side-ereader-book-dock/exports/3mf/DRAFT-MM-ORG-031-pageharbor-duo-five-0.1.0-draft.1.3mf","2026-08-28"
"PORT-088","MM-ORG-032","Paired thread-and-bobbin rack","Sewing and needlecraft organization","products/organization-storage/mm-org-032-pairpin-thread-bobbin-rack","Local controlled project","Core — defined-set craft organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-032-pairpin-thread-bobbin-rack/exports/3mf/DRAFT-MM-ORG-032-pairpin-eight-0.1.0-draft.1.3mf","2026-08-28"
"PORT-089","MM-ORG-033","Diamond-painting tray staging rack","Bead and mosaic craft organization","products/organization-storage/mm-org-033-diamond-painting-tray-staging-rack","Local controlled project","Core — workflow-specific craft organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-033-diamond-painting-tray-staging-rack/exports/3mf/DRAFT-MM-ORG-033-gemstage-six-0.1.0-draft.1.3mf","2026-08-28"
"PORT-090","MM-ORG-034","Snap-on journal pen loop","Journaling & stationery accessories","products/organization-storage/mm-org-034-snap-on-journal-pen-loop","Local controlled project","Core adjacent","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-034-snap-on-journal-pen-loop/exports/3mf/DRAFT-MM-ORG-034-petg-clip-kit-0.1.0-draft.2.3mf","2026-08-28"
"PORT-091","MM-ORG-035","Stamp and ink-pad desk organizer","Journaling & stationery accessories","products/organization-storage/mm-org-035-stamp-and-ink-pad-desk-organizer","Local controlled project","Core adjacent","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-035-stamp-and-ink-pad-desk-organizer/exports/3mf/DRAFT-MM-ORG-035-inknest-duo-full-0.1.0-draft.2.3mf","2026-08-28"
"PORT-092","MM-ORG-036","Deep-drawer height riser platform","Exact-fit drawer extensions","products/organization-storage/mm-org-036-deep-drawer-height-riser-platform","Local controlled project","Core — exact-fit organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-036-deep-drawer-height-riser-platform/exports/3mf/DRAFT-MM-ORG-036-liftdeck-full-0.1.0-draft.2.3mf","2026-08-28"
"PORT-093","MM-ORG-037","Sewing bobbin and presser-foot drawer cassette","Sewing and needlecraft organization","products/organization-storage/mm-org-037-sewing-bobbin-presser-foot-drawer-cassette","Local controlled project","Core — exact-fit craft organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-037-sewing-bobbin-presser-foot-drawer-cassette/exports/3mf/DRAFT-MM-ORG-037-stitchcell-cb-kit-0.1.0-draft.1.3mf","2026-08-28"
"PORT-094","MM-ORG-038","Milestone photo-and-card desk display block","Personalized functional decor","products/organization-storage/mm-org-038-milestone-photo-card-desk-display-block","Local controlled project","Core — personalized functional decor","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 1/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-038-milestone-photo-card-desk-display-block/exports/3mf/DRAFT-MM-ORG-038-momentpair-base-0.1.0-draft.1.3mf","2026-08-28"
"PORT-095","MM-ORG-039","Coin-capsule and medal drawer cassette","Collector drawer organization","products/organization-storage/mm-org-039-coin-capsule-medal-drawer-cassette","Local controlled project","Core adjacent — defined-set collector organization","P2 Digital print candidate","No","Parametric source, neutral/manufacturing exports, DRAFT 3MF and machine-readable validation package including exact Anycubic slicer evidence","No repository physical print or measured fit/use evidence; human physical gates remain open","Local parametric source; broader commercial source/component register remains open","Portfolio risk 2/5; product-specific physical fit/use and edge review required","Hold until physical qualification","Hold until physical qualification","No catalog item","Ranked research-idea implementation","P1 NEXT","Print the first-fit coupon where supplied, then the unchanged candidate; complete product-specific physical tests, safety, watermark and commercial review","DRAFT only; no physical-performance, compatibility or sale claim","YES — controlled CAD/source + model artifact","products/organization-storage/mm-org-039-coin-capsule-medal-drawer-cassette/exports/3mf/DRAFT-MM-ORG-039-collectorgrid-round-46-kit-0.1.0-draft.1.3mf","2026-08-28"
"PORT-096","MM-TOY-002","TrailCam CF10 FPV Camera Rover","Low-speed FPV RC camera-rover payload system","products/toys-games/mm-toy-002-trailcam-cf10-rc-camera-rover","Local report; controlled source missing","Off-strategy","P0 Idea","No","Approved revision 0.3.0 requirements, selected concept candidate and a validated 10-component/9-interface decomposition define independent ELRS control and analog FPV using the OpenQuad component family; the legacy report's claimed generator, parameters, ten meshes and validation outputs remain absent","No repository print, fit, load, electrical, radio, video, thermal or driving evidence","The report states an open-hardware/software intent, but the claimed license and source list are absent; third-party chassis/electronics rights and commercial scope remain unresolved","High; moving vehicle, payload detachment, LiPo, radio/failsafe, FPV latency/loss, VTX thermal and foreseeable toy-use risks require human qualification","Block","Block","No catalog item","Not initial","HOLD","Approve concept revision 0.3.0-r2 and its decomposition; then measure the exact chassis plus RunCam/TX800/ELRS interfaces before controlled CAD","Requirements approved; concept and decomposition pending. Shared air/ground FPV and ELRS architecture uses a surface-specific receiver/controller and independent video link","NO — no local 3D model found","products/toys-games/mm-toy-002-trailcam-cf10-rc-camera-rover/docs/legacy/TrailCam_CF10_Entwurfsbericht_v0.1.0.pdf","2026-08-29"
"PORT-097","MM-DRN-001","OpenQuad CF5 FPV Quadcopter","Hybrid five-inch FPV quadcopter","products/toys-games/mm-drn-001-openquad-cf5-fpv-quadcopter","Local imported package with controlled wrapper","Off-strategy","P0 Idea","No","Parametric OpenSCAD source and deterministic numerical/synchronization checks pass; later FPV BOM defines RunCam Phoenix 2 SE V2, SpeedyBee TX800 and ELRS; no exported manufacturing mesh or exact slicer evidence","No repository coupon, proof-load, propulsion, radio/video, thermal or flight evidence; package explicitly states NOT FLIGHT PROVEN","OpenSCAD source declares CERN-OHL-P-2.0; component, firmware, trademark and broader commercial terms remain product-specific and unresolved","Safety-critical; propellers, airborne loss of control, carbon-clamp failure, LiPo, radio/video interference and VTX heat require qualified human review","Block","Block","No catalog item","Not initial","HOLD","Approve requirements and concept; measure exact purchased hardware; render/export and audit each part; complete coupons, proof, propulsion, radio and qualified first-hover gates","Integrated as MM-DRN-001; source rules pass but only textual/numerical validation exists and no flight or manufacturing release is implied","NO — source found, no local 3D model artifact","products/toys-games/mm-drn-001-openquad-cf5-fpv-quadcopter/legacy-package/openquad_cf5/CAD/openquad_cf5.scad","2026-08-29"
"PORT-098","MM-ROV-001","Tethys Mini ROV","Tethered three-thruster mini ROV","products/toys-games/mm-rov-001-tethys-mini-rov","Local imported package with controlled wrapper","Off-strategy","P2 Digital candidate","No","Parametric Python generator, 13 reference STLs, mesh manifest, software and nine passing tests exist; all meshes are watertight/single-component but ten require winding/positive-volume review; no exact slicer evidence","No repository purchased-part measurement, vacuum/leak, thrust/current, trim, tether-load or staged water-trial evidence","Original CAD/docs are CC BY 4.0 and generator/software/tests are MIT; purchased components and broader commercial/safety scope remain unresolved","Safety-critical; pressure boundary, water/LiPo, propellers, tether entanglement and control failsafe require qualified human review","Block","Block","No catalog item","Not initial","HOLD","Approve requirements/concept; correct generator winding and regenerate; measure purchased interfaces; exact-slice; complete props-off, vacuum, leak, thrust, trim and staged-depth gates","Integrated as MM-ROV-001; submerged control/video remain Ethernet-tethered, with ELRS/Wi-Fi allowed only on an optional surface buoy","YES — controlled CAD/source + model artifact","products/toys-games/mm-rov-001-tethys-mini-rov/legacy-package/cad/stl/ballast_tray.stl","2026-08-29"
"PORT-099","MM-TOY-003","TrailCam B2 Balance FPV Rover","Low-speed self-balancing FPV camera rover","products/toys-games/mm-toy-003-trailcam-b2-balance-rover","New controlled product inspired by MM-TOY-002 requirements and style","Off-strategy","P0 Idea","No","Approved requirements revision 0.1.0 and concept candidate r1 consistently show one geometric axis, exactly two independently driven wheels, active upright-control massing and the shared ground-FPV platform; no decomposition or CAD exists","No repository print, balance, fault-injection, load, thermal, radio, video or driving evidence","New local specification and generated concept provenance; purchased component, firmware, RF and broader commercial rights remain unresolved","High; active vehicle stability, unexpected motor acceleration, tip impact, LiPo, radio/failsafe and foreseeable toy-use risks require restrained tests and qualified human review","Block","Block","No catalog item","Not initial","HOLD","Approve concept revision 0.1.0-r1, then freeze the decomposition and measured purchased-part contracts before CAD","Separate product from MM-TOY-002; requirements approved, concept pending; exactly two wheels on one geometric axis, no caster, with non-rolling landing protection","NO — concept image only; no local 3D model","products/toys-games/mm-toy-003-trailcam-b2-balance-rover/concepts/trailcam-b2-balance-concept-v0.1.0-r1.png","2026-08-30"
"PORT-100","MM-ART-010","Berlin permanent one-off city-map wall relief with two display modes","Decorative wall relief","products/art-decor/mm-art-010-modular-city-map-wall-panel","Local controlled project","Off-strategy","P2 Digital candidate","No","Controlled project source, revisioned interface coupons and manufacturing artifacts exist; current preflight remains R2","No recorded full-artwork assembly, final-filament connector fit or installed proof-load result","Local controlled design; final map-data provenance, font/branding and commercial-release record remain gates","K2 wall-mounted object; connector retention, as-built mass, substrate/anchor choice and proof load remain open","Hold until final digital qualification","Hold until physical assembly and mounting qualification","No catalog item","Backlog decorative project","HOLD","Freeze the four physical filaments and process, print and measure the connector/socket coupon, then assemble and proof-load the selected final artwork","Preflight C3 · R2 · K2 · Lane C; no sale, installed-load or physical-fit claim","YES — controlled source + coupon/model artifacts","products/art-decor/mm-art-010-modular-city-map-wall-panel/coupons/v0.3.0/interface-coupon-all-clearances.step","2026-09-01"
"PORT-101","MM-ART-011","Harz and Rhenish permanent topographic wall reliefs","Decorative topographic wall relief","products/art-decor/mm-art-011-modular-topographic-relief-wall-panel","Local controlled project","Off-strategy","P2 Digital candidate","No","Controlled terrain-generation source and documented two-piece wall-relief concept exist; current preflight remains R2","No recorded final DEM build, connector coupon result, complete assembly or installed proof-load result","Local controlled design; exact DEM acquisitions/hashes and all incorporated asset rights remain release gates","K2 wall-mounted object; terrain source freeze, connector retention, as-built mass, anchor selection and proof load remain open","Hold until final digital qualification","Hold until physical assembly and mounting qualification","No catalog item","Backlog decorative project","HOLD","Approve the permanent two-half architecture, freeze both DEM masters, then qualify the seam/connector coupon and complete-artwork proof load","Preflight C3 · R2 · K2 · Lane C; no sale, installed-load or physical-fit claim","YES — controlled source; final manufacturing model not qualified","products/art-decor/mm-art-011-modular-topographic-relief-wall-panel/source/v0.3.0/build_terrain.py","2026-09-01"
"PORT-102","UNREGISTERED-AROMA-DIFFUSER","Unregistered Aroma Diffuser","Aroma-diffuser concept","products/home-kitchen-garden/unregistered-aroma-diffuser","Unregistered local concept","Off-strategy","P0 Idea","No","Purpose and product preflight only; fragrance medium, heat source and operating method are undefined","No model, manufacturing or physical-use evidence recorded","Provenance and rights scope are not documented beyond the local concept record","K2 until fragrance medium, heat source, exposure, spill and safe-use boundaries are defined","Block","Block","No catalog item","Unqualified concept backlog","HOLD","Define the exact operating principle and excluded hazards, then identify one variant, interfaces, process and measurable safety/fit tests","Preflight C2 · R0 · K2 · Lane E; concept only","NO — no local 3D model found","products/home-kitchen-garden/unregistered-aroma-diffuser/preflight/preflight-result.json","2026-09-01"
"PORT-103","UNREGISTERED-SHOWER-DRAIN-HAIRTRAP","Unregistered Shower Drain Hairtrap","Shower-drain accessory concept","products/home-kitchen-garden/unregistered-shower-drain-hairtrap","Unregistered local concept","Core adjacent","P0 Idea","No","Purpose and product preflight only; target drain variant and functional requirements are undefined","No model, fit, wet-use, drainage-flow, cleaning or durability evidence recorded","Provenance and rights scope are not documented beyond the local concept record","K2 wet-environment and blockage/overflow risk; exact drain, flow, hygiene and maintenance limits are open","Block","Block","No catalog item","Unqualified bathroom concept backlog","P3 LATER","Identify one exact drain variant, measure the interface and flow path, pin the manufacturing process and define a minimal fit/flow/cleaning coupon","Preflight C2 · R0 · K2 · Lane E; concept only","NO — no local 3D model found","products/home-kitchen-garden/unregistered-shower-drain-hairtrap/preflight/preflight-result.json","2026-09-01"
"PORT-104","UNREGISTERED-K3M-PHC","Metrimade Kobra 3 Max Printhead Cover — independent rebuild","Printer printhead cover","products/printer-workshop/unregistered-kobra3max-fan-cage","Local project with ambiguous active revisions","Off-strategy","P2 Digital candidate","No","Imported/current model artifacts and redesign material exist, but revision ownership and the complete interface contract remain unresolved","No recorded final-machine fit, airflow, thermal, full-motion or endurance qualification","Local rebuild intent is documented; named-device compatibility, source ownership and commercial rights require a final audit","K3 near moving and heated printer systems; airflow restriction, collision, service access and detachment require expert review","Block","Block","No catalog item","Specialist printer-accessory hold","HOLD","Resolve the active revision and ownership, measure the exact printhead interfaces/keep-outs, then obtain expert failure-mode review and run staged fit, airflow, thermal and motion tests","Preflight C4 · R2 · K3 · Lane E; not autonomously releasable","YES — model artifacts exist; current revision is ambiguous","products/printer-workshop/unregistered-kobra3max-fan-cage/current/imported-root-exports/printhead_cover_metrimade_D52_multicolor.3mf","2026-09-01"
"PORT-105","UNREGISTERED-KOBRA3MAX-POOP-BIN","Unregistered Kobra 3 Max Poop Bin","Printer purge-waste bin","products/printer-workshop/unregistered-kobra3max-poop-bin","Unregistered local project","Off-strategy","P0 Idea","No","Generator and model exports exist, but the portfolio preflight remains R0 because the current variant/interface/process evidence is incomplete","No recorded exact-machine fit, full-motion clearance, purge-capture or long-run physical result","Local project artifacts exist; named-device compatibility and third-party rights/branding require final review","K2 near a moving printer; collision, detachment, service access and hot purge-waste behavior remain open","Block","Block","No catalog item","Printer-accessory backlog","P3 LATER","Freeze one current revision, measure the exact machine interface and keep-outs, pin the process and run bracket-fit, full-motion and purge-capture tests","Preflight C3 · R0 · K2 · Lane E; model presence does not establish readiness","YES — generator + model artifacts; current release evidence incomplete","products/printer-workshop/unregistered-kobra3max-poop-bin/anycubic-kobra3-max-poop-bin/build/exports/kobra3-max-poop-bin-kit.3mf","2026-09-01"
"PORT-106","ANYCUBIC-K3MAX-PURGE-CATCHER-R7","Anycubic Kobra 3 Max Purge Catcher — interface redesign","Printer purge-waste diverter","products/printer-workshop/unregistered-kobra3max-purge-catcher","Local controlled redesign","Off-strategy","P2 Digital candidate","No","Revisioned requirements, documented machine context, independently measured 17 mm screw pitch and controlled interface-coupon artifacts exist; current readiness remains R2","No complete variant-confirmed fit, powered-off full-motion sweep or supervised low/mid/high-Z purge result","Local controlled redesign; named-device compatibility, branding and any inherited third-party principles require final commercial review","K2 moving-printer interface; collision, fastener retention, service access and purge-path behavior remain open","Hold until R3 interface evidence","Block until physical machine qualification","No catalog item","Controlled printer-accessory redesign","P2 NEXT","Approve the storage/diversion architecture, record screw hardware and the full clean-room envelope, print the interface coupon, sweep full XYZ powered off and observe supervised purge at low/mid/high Z","Preflight C3 · R2 · K2 · Lane E; 17 mm pitch evidence alone does not prove complete fit","YES — controlled source + interface coupon artifacts","products/printer-workshop/unregistered-kobra3max-purge-catcher/current/r7-interface-measurement-coupon-c01/build/run-001/models/step/DRAFT-R7-C01-interface-measurement-coupon.step","2026-09-01"
"PORT-107","UNREGISTERED-MAGNETIC-MOUSE-JIGGLER","Unregistered Magnetic Mouse Jiggler","Desktop mechanism concept","products/printer-workshop/unregistered-magnetic-mouse-jiggler","Unregistered local concept","Off-strategy","P0 Idea","No","Purpose and product preflight only; drive method, host compatibility and endurance targets are unconfirmed","No model, magnetic-system, host-fit, endurance or physical-use evidence recorded","Provenance and rights scope are not documented beyond the local concept record","K1 mechanical concept, with unresolved magnet retention, host interaction, pinch and unintended-use boundaries","Block","Block","No catalog item","Unqualified mechanism backlog","HOLD","Define a legitimate intended-use boundary, exact drive/host interfaces and endurance target, then pin the process and a minimal retention/fit/cycle test","Preflight C3 · R0 · K1 · Lane E; concept only","NO — no local 3D model found","products/printer-workshop/unregistered-magnetic-mouse-jiggler/preflight/preflight-result.json","2026-09-01"
