SKU_ID,Preflight_Short,Complexity_Band,Readiness_Band,Criticality_Band,Current_Lane,Target_Lane_After_Evidence,Confidence,Design_Release,Estimate_Status,Creation_Effort_1_5,Validation_Effort_1_5,Research_Risk_1_5,Basis,Source_Or_Linked_Preflight,Assessed_On,Estimate_Version
SKU-336,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,1,1,1,"Explicit generative concept preflight PC=19.25/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-337,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2,2,1,"Explicit generative concept preflight PC=34.75/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-338,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,1,1,1,"Explicit generative concept preflight PC=19.25/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-339,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2,2,1,"Explicit generative concept preflight PC=34.75/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-340,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2,2,1,"Explicit generative concept preflight PC=34.75/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-341,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,1,1,1,"Explicit generative concept preflight PC=19.25/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-342,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2,3,1,"Explicit generative concept preflight PC=30.25/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-343,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2,2,1,"Explicit generative concept preflight PC=34.75/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-344,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,1,1,1,"Explicit generative concept preflight PC=19.25/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-345,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2,2,1,"Explicit generative concept preflight PC=34.75/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-346,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,1,1,1,"Explicit generative concept preflight PC=19.25/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-347,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,1,1,1,"Explicit generative concept preflight PC=19.25/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-348,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2,2,1,"Explicit generative concept preflight PC=34.75/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-349,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2,2,1,"Explicit generative concept preflight PC=34.75/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
SKU-350,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,GENERATIVE STEP1X RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,1,1,1,"Explicit generative concept preflight PC=19.25/100. Purpose, exclusions, envelope, generative route, mesh-quality gate, critical interface, candidate process envelope and test method are specified; the exact generated mesh, the exact process profile and every rights, safety and demand check remain open. Hard gates: G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS; TOOL-LICENCE WARN (owned fork; weight-licence and disclosure items open). Generative tooling licence: Generative tooling runs from the owned geometry-only fork github.com/stefanjunk/Step1X-3D [S131]. The Tencent Hunyuan-derived code that blocked EU commercial use is gone: the volume decoder every geometry run executes was replaced by an independent implementation in commit f00dd46, and the other eleven headed files left with the texture stage deleted in commit 2433849 [S125][S126]. The Stable Diffusion XL CreativeML Open RAIL++-M flow-down duty left with that same stage [S127], and pymeshlab (GPL-3.0), plyfile, easydict, pytorch3d, kaolin and nvdiffrast are out of the inference path. CUTOFF: this position covers only runs whose recorded source commit is at or after f00dd46; any artifact generated before it, and any textured artifact whatever its commit, was produced by the Hunyuan-derived code and keeps the pre-fork status until it is regenerated [S131]. Residual items, none of them blocking the tooling itself: the served visual encoder instantiates its CLIP and DINOv2 classes from the configuration files of openai/clip-vit-large-patch14, which declares no licence, and facebook/dinov2-with-registers-large (Apache-2.0), while the trained weights come from the Apache-2.0 Step1X-3D checkpoint, so no OpenAI or Meta weight file is downloaded or redistributed [S131]; the published Step1X-3D weights derive from Objaverse and Objaverse-XL with heterogeneous per-asset licences that upstream never resolved [S123]; and the licence of the image generator used for step one is fixed per SKU, not here.",business/02-portfolio/research-ideas-additions-3.csv,2026-09-04,1.3
