Product_Path,Working_SKU,Product,Product_Family_or_Category,Score_Basis,Trend_Score_0_100,Priority_Score_0_100,Opportunity_Score_0_100,Risk_Score_1_5,Estimated_Market_Fit_1_5,Market_Evidence_Confidence_1_5,Creation_Effort_1_5,Validation_Effort_1_5,Commercial_Risk_1_5,Strategy_Fit_1_5,AM_Differentiation_1_5,Portfolio_Leverage_1_5,Digital_First_Fit_1_5,Economics_1_5,Trend_Basis,Scoring_Rationale,Score_Status,Scored_On,Scoring_Version
products/organization-storage/mm-org-036-deep-drawer-height-riser-platform,MM-ORG-036,Deep-drawer height riser platform,Exact-fit drawer extensions,INHERITED — MAPPED RESEARCH IDEA SKU-104,88,88.8,90,2,5,3,1,3,2,5,5,5,4,3,Recorded trend of mapped research idea SKU-104 (Exact-fit drawer extensions); sources S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 3/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-037-sewing-bobbin-presser-foot-drawer-cassette,MM-ORG-037,Sewing bobbin and presser-foot drawer cassette,Sewing and needlecraft organization,INHERITED — MAPPED RESEARCH IDEA SKU-107,96,88.8,98,2,5,3,1,3,2,5,5,5,4,3,Recorded trend of mapped research idea SKU-107 (Sewing and needlecraft organization); sources S33; S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 3/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-038-milestone-photo-card-desk-display-block,MM-ORG-038,Milestone photo-and-card desk display block,Personalized functional decor,INHERITED — MAPPED RESEARCH IDEA SKU-180,92,92,94,1,5,3,1,1,1,5,3,5,4,4,Recorded trend of mapped research idea SKU-180 (Personalized functional decor); sources S01; S11; S19; S24; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 3/5; portfolio leverage 5/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-039-coin-capsule-medal-drawer-cassette,MM-ORG-039,Coin-capsule and medal drawer cassette,Collector drawer organization,INHERITED — MAPPED RESEARCH IDEA SKU-109,91,87.8,93,2,5,3,1,2,2,4,5,5,3,4,Recorded trend of mapped research idea SKU-109 (Collector drawer organization); sources S34; S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 5/5; creation effort 1/5, validation effort 2/5 and commercial risk 2/5.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-org-040-field-notes-original-kraft-memo-book-station,MM-ORG-040,MM-ORG-040 Field Notes Original Kraft 89 x 140 memo-book station,Named-notebook desk organization,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,94,77.2,96,4,5,3,2,2,4,5,5,2,4,5,Research family 'Named-notebook desk organization' median 94; exact category match; strategy-fit adjustment +0,"Derived from the live preflight C1/R3/K1 (EXT=1, MOT=0, PHY=0), register strategy fit 'Core — exact named-format or named-product organization with a guided metriMade proposition', rights not documented, safety not graded, model status 'NO — prospective preflight and contract only', and 44 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-per-001-nameform-bookends,MM-PER-001,NameForm Bookends,Personalized functional decor,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,93,82.8,95,2,5,3,2,2,2,5,4,3,5,4,Research family 'Personalized functional decor' median 93; exact category match; strategy-fit adjustment +0,"Derived from the live preflight C3/R2/K1 (EXT=0, MOT=0, PHY=2), register strategy fit 'Core', rights partly recorded, safety low, model status 'YES — controlled CAD/source + model artifact', and 44 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/organization-storage/mm-wall-001-honeycomb-wood-wall-shelf,MM-WALL-001,Honeycomb Wood Wall Shelf,Wall storage,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,76,61,78,5,3,2,1,4,5,4,4,3,4,4,Research family 'Modular pegboard & wall-storage ecosystems' median 79; mapped from category 'Wall storage'; strategy-fit adjustment -3,"Derived from the live preflight C2/R2/K3 (EXT=0, MOT=0, PHY=2), register strategy fit 'Core adjacent', rights UNKNOWN, safety high, model status 'YES — controlled CAD/source + model artifact', and 44 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/mm-mkr-001-cybervault-nozzle-case,MM-MKR-001,CyberVault Nozzle Case,Maker storage,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,67,59.2,69,4,3,2,2,2,4,3,3,3,4,3,Research family 'Workshop tool organization' median 75; mapped from category 'Maker storage'; strategy-fit adjustment -8,"Derived from the live preflight C3/R2/K1 (EXT=2, MOT=1, PHY=2), register strategy fit 'Adjacent', rights UNKNOWN, safety low, model status 'YES — controlled CAD/source + model artifact', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/mm-tool-001-kobra3max-enclosure,MM-TOOL-001,Kobra 3 Max Hybrid Enclosure,Printer accessory,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,34,32,36,5,1,2,3,4,5,1,2,3,2,2,Research family '3D-printer workshop organization' median 51.5; mapped from category 'Printer accessory'; strategy-fit adjustment -18,"Derived from the live preflight C4/R2/K3 (EXT=3, MOT=1, PHY=2), register strategy fit 'Off-strategy', rights UNKNOWN, safety high, model status 'YES — controlled CAD/source + model artifact', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/mm-tool-002-filament-drybox-system,MM-TOOL-002,Filament Drybox Feed and Clip System,Printer accessory,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,34,35.2,36,4,1,2,3,5,4,1,2,4,2,2,Research family '3D-printer workshop organization' median 51.5; mapped from category 'Printer accessory'; strategy-fit adjustment -18,"Derived from the live preflight C4/R1/K2 (EXT=2, MOT=1, PHY=3), register strategy fit 'Off-strategy', rights UNKNOWN, safety medium, model status 'YES — controlled CAD/source + model artifact', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/mm-tool-003-kobra3max-camera-arm,MM-TOOL-003,Kobra 3 Max Camera Arm,Printer camera mount,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,34,36,36,5,1,2,2,5,5,1,2,4,2,3,Research family '3D-printer workshop organization' median 51.5; mapped from category 'Printer camera mount'; strategy-fit adjustment -18,"Derived from the live preflight C3/R1/K3 (EXT=3, MOT=1, PHY=2), register strategy fit 'Off-strategy', rights BLOCK, safety high, model status 'YES — controlled CAD/source + model artifact', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/mm-tool-004-claw-hammer-mesh,MM-TOOL-004,Claw Hammer Mesh,Tool-shaped model,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,36.2,22,4,1,1,3,2,4,1,2,2,3,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Tool-shaped model'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R1/K0 (EXT=3, MOT=1, PHY=2), register strategy fit 'Off-strategy', rights UNKNOWN, safety high, model status 'YES — model artifact present', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/unregistered-kobra3max-fan-cage,UNREGISTERED-K3M-PHC,Metrimade Kobra 3 Max Printhead Cover — independent rebuild,Printer printhead cover,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,34,24,36,5,1,2,4,5,5,1,2,2,1,2,Research family '3D-printer workshop organization' median 51.5; mapped from category 'Printer printhead cover'; strategy-fit adjustment -18,"Derived from the live preflight C4/R2/K3 (EXT=2, MOT=3, PHY=3), register strategy fit 'Off-strategy', local source, commercial register open, safety not graded, model status 'YES — model artifacts exist', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/unregistered-kobra3max-poop-bin,UNREGISTERED-KOBRA3MAX-POOP-BIN,Unregistered Kobra 3 Max Poop Bin,Printer purge-waste bin,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,34,33.2,36,4,1,2,3,4,4,1,2,2,3,3,Research family '3D-printer workshop organization' median 51.5; mapped from category 'Printer purge-waste bin'; strategy-fit adjustment -18,"Derived from the live preflight C3/R0/K2 (EXT=2, MOT=1, PHY=2), register strategy fit 'Off-strategy', local source, commercial register open, safety medium, model status 'YES — generator + model artifacts', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/unregistered-kobra3max-purge-catcher,ANYCUBIC-K3MAX-PURGE-CATCHER-R7,Anycubic Kobra 3 Max Purge Catcher — interface redesign,Printer purge-waste diverter,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,34,37.2,36,4,1,2,2,4,4,1,2,3,2,3,Research family '3D-printer workshop organization' median 51.5; mapped from category 'Printer purge-waste diverter'; strategy-fit adjustment -18,"Derived from the live preflight C3/R2/K2 (EXT=2, MOT=1, PHY=3), register strategy fit 'Off-strategy', local source, commercial register open, safety medium, model status 'YES — controlled source + interface coupon artifacts', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/printer-workshop/unregistered-magnetic-mouse-jiggler,UNREGISTERED-MAGNETIC-MOUSE-JIGGLER,Unregistered Magnetic Mouse Jiggler,Desktop mechanism concept,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,30.2,22,4,1,1,4,4,4,1,2,2,3,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Desktop mechanism concept'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R0/K1 (EXT=2, MOT=3, PHY=2), register strategy fit 'Off-strategy', rights not documented, safety not graded, model status 'NO — no local 3D model found', and 9 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-boat-001-fisher-boat,MM-BOAT-001,Fisher Boat,Toy/decor boat,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,30.2,22,4,1,1,3,4,4,1,2,2,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Toy/decor boat'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R1/K2 (EXT=3, MOT=2, PHY=2), register strategy fit 'Off-strategy', rights UNKNOWN, safety medium, model status 'YES — model artifact present', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-boat-002-fisher-boat-detailed,MM-BOAT-002,Fisher Boat Detailed,Toy/decor boat,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,30.2,22,4,1,1,3,4,4,1,2,2,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Toy/decor boat'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R1/K2 (EXT=3, MOT=2, PHY=2), register strategy fit 'Off-strategy', rights UNKNOWN, safety medium, model status 'YES — model artifact present', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-boat-003-flapping-tail-submarine,MM-BOAT-003,Flapping-Tail Submarine,Powered toy boat,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,31,22,5,1,1,2,5,5,1,2,3,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Powered toy boat'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R2/K3 (EXT=3, MOT=3, PHY=2), register strategy fit 'Off-strategy', rights UNKNOWN, safety very high, model status 'YES — controlled CAD/source + model artifact', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-boat-004-rocket-boat,MM-BOAT-004,Rocket Boat,Toy/decor boat,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,30.2,22,4,1,1,3,4,4,1,2,2,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Toy/decor boat'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R1/K2 (EXT=3, MOT=2, PHY=2), register strategy fit 'Off-strategy', rights UNKNOWN, safety medium to high, model status 'YES — model artifact present', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-boat-005-toy-boat,MM-BOAT-005,Toy Boat,Toy/decor boat,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,30.2,22,4,1,1,3,4,4,1,2,2,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Toy/decor boat'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R1/K2 (EXT=3, MOT=2, PHY=2), register strategy fit 'Off-strategy', rights UNKNOWN, safety medium to high, model status 'YES — model artifact present', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-drn-001-openquad-cf5-fpv-quadcopter,MM-DRN-001,OpenQuad CF5 FPV Quadcopter,Hybrid five-inch FPV quadcopter,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,27,22,5,1,1,4,5,5,1,2,3,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Hybrid five-inch FPV quadcopter'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R0/K3 (EXT=3, MOT=3, PHY=2), register strategy fit 'Off-strategy', rights partly recorded, safety not graded, model status 'NO — source found, no local 3D model artifact', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-hob-001-polygonal-dice-tower,MM-HOB-001,Polygonal Dice Tower 0.1.2-g1,Hobby accessory,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,67,58.2,69,4,3,2,2,2,4,3,3,3,3,3,"Research family 'Board-game inserts, card holders & dice towers' median 75; mapped from category 'Hobby accessory'; strategy-fit adjustment -8","Derived from the live preflight C3/R2/K1 (EXT=1, MOT=2, PHY=2), register strategy fit 'Adjacent', rights UNKNOWN, safety low, model status 'YES — controlled CAD/source + model artifact', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-puz-001-parametric-labyrinth-gift-box,MM-PUZ-001,Parametric Labyrinth Gift Box,Personalized container,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,80,60.2,82,4,4,2,2,3,4,3,3,3,3,3,Research family 'Sentimental display and archive' median 88; mapped from category 'Personalized container'; strategy-fit adjustment -8,"Derived from the live preflight C3/R1/K1 (EXT=1, MOT=2, PHY=2), register strategy fit 'Adjacent', rights UNKNOWN, safety medium, model status 'YES — controlled CAD/source + model artifact', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-puz-002-mystery-puzzle-box,MM-PUZ-002,Mystery Puzzle Box,Puzzle container,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,63,56.5,65,3,2,2,2,2,3,3,3,3,3,3,Research family 'Adult desk fidgets & original collectibles' median 71; mapped from category 'Puzzle container'; strategy-fit adjustment -8,"Derived from the live preflight C3/R2/K1 (EXT=1, MOT=2, PHY=2), register strategy fit 'Adjacent', rights partly recorded, safety medium, model status 'YES — controlled CAD/source + model artifact', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-rov-001-tethys-mini-rov,MM-ROV-001,Tethys Mini ROV,Tethered three-thruster mini ROV,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,34,22,5,1,1,2,5,5,1,2,4,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Tethered three-thruster mini ROV'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R0/K3 (EXT=3, MOT=2, PHY=3), register strategy fit 'Off-strategy', rights partly recorded, safety not graded, model status 'YES — controlled CAD/source + model artifact', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-toy-001-rubber-ball-toy-popper,MM-TOY-001,20 mm Rubber-Ball Toy Popper,Projectile toy,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,35,22,5,1,1,2,5,5,1,2,4,2,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Projectile toy'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R1/K3 (EXT=1, MOT=2, PHY=2), register strategy fit 'Off-strategy', rights UNKNOWN, safety very high, model status 'YES — controlled CAD/source + model artifact', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-toy-002-trailcam-cf10-rc-camera-rover,MM-TOY-002,TrailCam CF10 FPV Camera Rover,Low-speed FPV RC camera-rover payload system,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,24,22,5,1,1,4,5,5,1,2,2,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Low-speed FPV RC camera-rover payload system'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R2/K3 (EXT=3, MOT=3, PHY=2), register strategy fit 'Off-strategy', rights not documented, safety high, model status 'NO — no local 3D model found', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/mm-toy-003-trailcam-b2-balance-rover,MM-TOY-003,TrailCam B2 Balance FPV Rover,Low-speed self-balancing FPV camera rover,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,24,22,5,1,1,4,5,5,1,2,2,1,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Low-speed self-balancing FPV camera rover'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R2/K3 (EXT=3, MOT=3, PHY=2), register strategy fit 'Off-strategy', rights not documented, safety high, model status 'NO — concept image only', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/toys-games/unregistered-duck-boat,UNREGISTERED-DUCK-BOAT,Unregistered Duck Boat,Toy/decor boat concept,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,32.2,22,4,1,1,4,3,4,1,2,2,3,3,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Toy/decor boat concept'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C3/R0/K1 (EXT=1, MOT=2, PHY=2), register strategy fit 'Off-strategy', rights not documented, safety not graded, model status 'NO — no local 3D model found', and 14 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/wearables/mm-acc-001-honeycomb-hair-clip,MM-ACC-001,Honeycomb Hair Clip R6,Wearable accessory,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,26.2,22,4,1,1,4,4,4,1,2,2,1,1,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Wearable accessory'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C5/R2/K2 (EXT=1, MOT=3, PHY=3), register strategy fit 'Off-strategy', rights UNKNOWN, safety medium to high, model status 'YES — controlled CAD/source + model artifact', and 2 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
products/wearables/mm-sho-001-barefoot-shoe-collection,MM-SHO-001,Barefoot Shoe Collection,Footwear,DERIVED — PRODUCT PREFLIGHT AND REGISTER EVIDENCE v1.0,20,25,22,5,1,1,4,5,5,1,2,3,1,1,NO PRIMARY-SOURCE RESEARCH FAMILY for category 'Footwear'; baseline 35 below every scored research family; strategy-fit adjustment -18,"Derived from the live preflight C5/R2/K3 (EXT=1, MOT=3, PHY=3), register strategy fit 'Off-strategy', rights UNKNOWN, safety high, model status 'YES — controlled CAD/source + model artifact', and 2 sibling products in its product family. Economics is a complexity and purchased-content proxy only; no product COGS or price is recorded yet.",DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND OR RELEASE APPROVAL,2026-09-04,1.0
